	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TEAD1	171.657856261539	0.935600625937567	0.259128915426937	3.61056049802888	0.000305536022180207	0.0444652423768641
SESTD1	278.666370833063	0.93442331800732	0.256157432362928	3.64784776841226	0.000264446237979978	0.0415818912134034
MLK4	532.239731006565	0.931954950526318	0.223134555762273	4.17665003675728	2.95833637255974e-05	0.0101175103941543
FAM198B	184.562208624658	0.931205960648492	0.260683240880366	3.57217425064869	0.000354029712541221	0.0494582294530792
EPB41L2	1852.17774041836	0.913535951679101	0.185825290307729	4.91610130228384	8.82847260247562e-07	0.00134192783557629
HIST1H2BI	134.798618876745	0.910393911134233	0.240480447671963	3.78572944265345	0.000153258351471928	0.0322549884328611
NGFRAP1	1064.57458762552	0.89905978984228	0.238244454197173	3.77368611946035	0.000160853116346532	0.0333404641154631
SPIRE1	459.170376944452	0.897114791856738	0.195699423425255	4.58414632069359	4.55844954131591e-06	0.00352699836277713
DPP4	434.956055669795	0.893098594825571	0.250326678790673	3.56773236931886	0.000360084009574537	0.0497570631412088
NEGR1	736.319359153706	0.890822303099127	0.247320620338238	3.60189256310627	0.000315908927913287	0.0454908856195133
AMOTL1	849.263417961527	0.883892751388782	0.227638593438215	3.88287740685187	0.00010322761936068	0.0252170327295376
BMPR1A	374.01472624009	0.879496208945817	0.24002587339993	3.66417251810352	0.000248139498352656	0.0394714922960969
PROSER1	401.934850721919	0.866969328859158	0.227420400962982	3.81218802353743	0.000137742029828949	0.030392112388065
MBOAT2	359.356068622097	0.849762719349492	0.230410534156624	3.68803762579647	0.000225990238595907	0.039224726239201
PFKM	593.053139541095	0.837854808470717	0.207206566432614	4.04357266710078	5.26428302200739e-05	0.015003206612721
AKT3	787.613828301718	0.816374171488633	0.221392909779536	3.68744496967668	0.000226517059422286	0.039224726239201
PLTP	977.626537332744	0.810419955500743	0.212522959424977	3.81332895840286	0.000137107423870714	0.030392112388065
ZNF254	264.456083861557	0.801745001141891	0.220450563949694	3.63684713151765	0.000275995614729496	0.0419513334388833
SLAIN1	1825.97603563451	0.791645235882221	0.165597818307047	4.7805293812167	1.74834203862386e-06	0.00172652828680656
CYSLTR1	1300.29081889911	0.678202420670892	0.184370913214272	3.67846754592303	0.000234639540614123	0.0394714922960969
SMAD5	1113.20536670072	0.655399041238314	0.174568732557732	3.75438964146437	0.000173764381800016	0.0344506774351336
ANKLE1	582.648253767226	-0.876055723206754	0.240390732138533	-3.64429907681257	0.000268121497131729	0.0416443373306976
LINC00925	189.993870625139	-0.895505641557981	0.240195046043577	-3.72824359331506	0.00019281895519492	0.0366356014870347
JUND	1492.98563444901	-0.903849706899663	0.22055502434304	-4.09806899476414	4.16611113052651e-05	0.0126649778368006
CDKN2C	822.259756911603	-0.90706349900942	0.246363595354148	-3.68180817342561	0.000231585635642826	0.0394714922960969
ARMC5	347.348914849563	-0.914157380999306	0.225383508136758	-4.05600830582784	4.9918485012521e-05	0.014529465424921
ALDH16A1	887.81713911287	-0.92244443578144	0.247736582366952	-3.72348898563191	0.000196488436958268	0.0368213947614947
SLC4A11	147.298782029922	-0.961277242862624	0.269116831230613	-3.57196998220777	0.000354306029707731	0.0494582294530792
TUBA4A	391.34756001791	-0.961660087571805	0.255547857682858	-3.76313108742729	0.000167799187646212	0.0341209091706964
ICAM3	410.922288884395	-0.971172930183314	0.264934112849964	-3.66571491959325	0.000246648569169868	0.0394714922960969
CXXC5	340.412327867129	-0.975943152486877	0.269278447678987	-3.6242898787441	0.0002897564774707	0.0430855283891214
PVRL2	622.369625023953	-1.02103257099173	0.233768095287136	-4.36771566170141	1.25552798999192e-05	0.00592262858727221
E2F7	178.956502104591	-1.05675871934611	0.290189477730025	-3.64161625573916	0.000270931726785971	0.0416443373306976
ITGB7	206.693199452157	-1.06592552167555	0.223041389581548	-4.77904806670795	1.7612708848309e-06	0.00172652828680656
SLFN13	351.977896347834	-1.07252972519073	0.238859653072309	-4.49020883768111	7.11533768373552e-06	0.00389351278054008
ASRGL1	89.0068070415939	-1.07608864882244	0.289801978566977	-3.71318599736109	0.000204666356478629	0.0378356183328059
MLC1	1808.2266656218	-1.07741748373162	0.267732867050319	-4.02422569780769	5.71630769248027e-05	0.0159589978026796
LIN7A	251.235952443939	-1.08882338719315	0.300979353124781	-3.61760159256419	0.00029734563171376	0.043738583245637
ANXA2R	101.304534331057	-1.08918714587597	0.286625057055371	-3.8000416190604	0.000144671788658312	0.0314144455372335
FAAH	139.372239652456	-1.11210530485706	0.289412751825339	-3.84262717465959	0.000121724304207173	0.0282235335856631
CEP162	123.752824011447	-1.11753388944861	0.284892598970306	-3.92264977569702	8.75804148861875e-05	0.0222050585666662
RP11-588H23.3	83.7618763542641	-1.14000676234246	0.308570430050293	-3.69447831458333	0.000220338695987086	0.0391458878065368
S1PR4	300.715337577532	-1.14859102649976	0.312985628020931	-3.66978839815274	0.000242751328674229	0.0394714922960969
GOLGA8N	360.815937015035	-1.15194768831852	0.306332269855521	-3.7604516457304	0.00016960685845083	0.0341209091706964
CASC10	111.284811200933	-1.15669107951584	0.309664911299904	-3.73529914855483	0.000187492173539295	0.0361252525917966
HSH2D	992.629166775169	-1.15710001091859	0.302116786601603	-3.82997589751424	0.000128155810915568	0.0292195248887495
AQP3	91.7818569725969	-1.15832960293617	0.283054681696724	-4.09224675597224	4.27213690654977e-05	0.0127049636699132
ABTB2	57.8912605097854	-1.16285283697659	0.313974281474662	-3.70365633616534	0.000212514112003395	0.0387625740294192
PLAU	209.368319543891	-1.16604126187889	0.244023129072991	-4.77840467954211	1.76691491339853e-06	0.00172652828680656
PRRG4	284.015949187021	-1.166298840428	0.293403035492103	-3.97507421309345	7.03573132121515e-05	0.0185093854758122
APOC1	109.313455319413	-1.16697006413097	0.302207582980948	-3.86148505150032	0.000112699908806044	0.0265816336632187
SHOX2	389.710759501521	-1.18446866410291	0.30623965019097	-3.86778349362754	0.000109829110198482	0.0263589864476358
TRPM4	459.38187801616	-1.18702204818993	0.26903972115518	-4.41206987240841	1.02387057852717e-05	0.00518761093120433
ECM1	113.091044695225	-1.21212923604658	0.304830570414021	-3.97640313568374	6.99654786079122e-05	0.0185093854758122
PRSS57	1755.08459423905	-1.21562901049027	0.305217943059486	-3.98282289142269	6.81015067725789e-05	0.0185093854758122
HOXA7	106.25986181771	-1.21583112099775	0.310005663227539	-3.92196422587722	8.78300347651901e-05	0.0222050585666662
BIK	113.800090084376	-1.22511860956159	0.312687210602764	-3.91803235955811	8.92747237694912e-05	0.0222050585666662
LGALS9	952.580078558868	-1.2332523994368	0.271839236607761	-4.53669755266517	5.7141962285339e-06	0.00355319110937926
KDM5D	200.783088529427	-1.24994211258774	0.294438520868842	-4.24517182364372	2.18425978474018e-05	0.00807585779871503
CORO2A	241.628478241542	-1.25289639210271	0.268435684550827	-4.66739880056998	3.05036907332384e-06	0.00260806555769189
SLC29A2	189.942287713282	-1.25632140577732	0.303313424761276	-4.1419907699968	3.44304202520827e-05	0.0112144797392498
AC010889.2	167.114667589602	-1.26057026777992	0.298121071407231	-4.22838366248186	2.35376170898386e-05	0.00825627184074338
AC010889.1	158.215521349707	-1.26515163223613	0.29847081656599	-4.23877833951117	2.24739420623486e-05	0.0080906191424455
METTL7B	377.45236299013	-1.27192532871457	0.262248492078466	-4.85007680552842	1.23413676846917e-06	0.00153481736296893
ITPR3	215.20421165283	-1.27804315088756	0.30901130228537	-4.13591069787892	3.53549673743437e-05	0.0112478128763028
GOLGA8K	95.0038683138162	-1.2783684038657	0.29715063701662	-4.30208872072585	1.6919553284851e-05	0.00701392390717461
ST14	465.978607171519	-1.32955487042268	0.305322362645567	-4.35459380997289	1.33313882025145e-05	0.00607911302034659
APOC2	581.441365991747	-1.3407155002698	0.296361947207488	-4.52391244187345	6.07068465059562e-06	0.00359352648847505
APOC4-APOC2	578.239949420985	-1.34648463193526	0.295473604395293	-4.557038638666	5.18798832067132e-06	0.00352699836277713
HMX2	49.9188662390097	-1.36143652417783	0.313248545341121	-4.3461862614406	1.38524951046707e-05	0.00611297203328696
ELOVL6	198.544467991414	-1.3815493398963	0.309517183291058	-4.46356265331202	8.06080134398491e-06	0.00424122163021975
GPR183	60.1628468296474	-1.39674494288627	0.309293981759701	-4.51591374309842	6.30443243592115e-06	0.00359352648847505
CSPG4	598.674824125554	-1.43377878734248	0.295166618498885	-4.85752350531433	1.1886303078536e-06	0.00153481736296893
BZRAP1	1341.59173924243	-1.47694242701474	0.262929856187504	-5.61724882989891	1.94021915037977e-08	8.84739932573177e-05
MPO	216.546143038118	-1.47974478870618	0.266475611652228	-5.55302145487657	2.80773598466095e-08	9.60245706754046e-05
GPR85	200.318512495171	-1.49102245200834	0.301926831984239	-4.93835689332233	7.87835610047961e-07	0.00134192783557629
PLD4	402.211681427687	-1.49133080523852	0.276687368162902	-5.38994900685342	7.04776790323148e-08	0.000192826929832413
HMX3	56.2859274666341	-1.54767831057689	0.314105180578041	-4.92726133242606	8.33901885336649e-07	0.00134192783557629
CCNA1	178.870691227027	-1.55603233756926	0.297400703857969	-5.2321071113281	1.67588587229655e-07	0.000382101978883614
GPR114	224.652964319504	-1.61107812653284	0.260287901571722	-6.18960050315252	6.03168855135452e-10	4.12567496912649e-06
GAS6	887.736975072893	-1.6220121812087	0.235911398031566	-6.87551425977166	6.17666277658175e-12	8.44967467836383e-08
